"species_code","scientific_name","common_name","resident","breeding_quality","breeding_range_modeled","breeding_start","breeding_end","nonbreeding_quality","nonbreeding_range_modeled","nonbreeding_start","nonbreeding_end","postbreeding_migration_quality","postbreeding_migration_range_modeled","postbreeding_migration_start","postbreeding_migration_end","prebreeding_migration_quality","prebreeding_migration_range_modeled","prebreeding_migration_start","prebreeding_migration_end","resident_quality","resident_start","resident_end"
"phivir","Vireo philadelphicus","Philadelphia Vireo",FALSE,"3","TRUE",2021-06-28,2021-07-20,"3","TRUE",2021-12-07,2021-03-22,"3","TRUE",2021-07-27,2021-11-23,"3","TRUE",2021-03-29,2021-06-21,NA,NA,NA
"warvir","Vireo gilvus","Warbling Vireo",FALSE,"3","TRUE",2021-06-28,2021-07-13,"3","TRUE",2021-11-30,2021-02-22,"3","TRUE",2021-07-20,2021-11-23,"3","TRUE",2021-03-01,2021-06-21,NA,NA,NA
"brcvir1","Vireo leucophrys","Brown-capped Vireo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"reevir1","Vireo olivaceus","Red-eyed Vireo",FALSE,"2","TRUE",2021-06-14,2021-08-03,"3","TRUE",2021-12-28,2021-02-22,"3","TRUE",2021-08-10,2021-12-21,"3","TRUE",2021-03-01,2021-06-07,NA,NA,NA
"chivir1","Vireo chivi","Chivi Vireo",FALSE,"3","TRUE",2021-10-19,2021-04-12,"2","TRUE",2021-06-14,2021-08-03,"3","TRUE",2021-04-19,2021-06-07,"2","TRUE",2021-08-10,2021-10-12,NA,NA,NA
"yegvir","Vireo flavoviridis","Yellow-green Vireo",FALSE,"3","TRUE",2021-05-31,2021-08-17,"3","TRUE",2021-11-23,2021-01-04,"3","TRUE",2021-08-24,2021-11-16,"3","TRUE",2021-01-11,2021-05-24,NA,NA,NA
"bkwvir","Vireo altiloquus","Black-whiskered Vireo",FALSE,"3","TRUE",2021-05-03,2021-08-10,"0","FALSE",NA,NA,"3","TRUE",2021-08-17,2021-11-02,"3","TRUE",2021-02-08,2021-04-26,NA,NA,NA
"yucvir","Vireo magister","Yucatan Vireo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"eugori2","Oriolus oriolus","Eurasian Golden Oriole",FALSE,"2","FALSE",2021-06-14,2021-08-03,"0","FALSE",NA,NA,"2","FALSE",2021-08-10,2021-11-30,"2","FALSE",2021-03-22,2021-06-07,NA,NA,NA
"ingori1","Oriolus kundoo","Indian Golden Oriole",FALSE,"1","FALSE",2021-05-24,2021-07-20,"3","TRUE",2021-11-16,2021-03-08,"2","TRUE",2021-07-27,2021-11-09,"2","TRUE",2021-03-15,2021-05-17,NA,NA,NA
"blnori1","Oriolus chinensis","Black-naped Oriole",FALSE,"2","TRUE",2021-05-31,2021-07-20,"2","TRUE",2021-11-16,2021-03-29,"2","TRUE",2021-08-24,2021-11-09,"2","TRUE",2021-04-05,2021-05-24,NA,NA,NA
"blhori1","Oriolus xanthornus","Black-hooded Oriole",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"marori2","Oriolus traillii","Maroon Oriole",FALSE,"1","TRUE",2021-06-07,2021-07-27,"1","TRUE",2021-03-22,2021-03-29,"1","FALSE",2021-09-28,2021-11-30,"1","TRUE",2021-05-24,2021-05-31,NA,NA,NA
"ashwoo2","Artamus fuscus","Ashy Woodswallow",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"ausmag2","Gymnorhina tibicen","Australian Magpie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"comwoo1","Tephrodornis pondicerianus","Common Woodshrike",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"bwfshr1","Hemipus picatus","Bar-winged Flycatcher-shrike",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"comior1","Aegithina tiphia","Common Iora",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"whtior1","Aegithina nigrolutea","White-tailed Iora",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-11-02,2021-12-14
"bokmak1","Telophorus zeylonus","Bokmakierie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"piefan1","Rhipidura javanica","Malaysian Pied-Fantail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"spbfan1","Rhipidura albogularis","Spot-breasted Fantail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"whbfan2","Rhipidura aureola","White-browed Fantail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"ruffan1","Rhipidura rufifrons","Rufous Fantail",FALSE,"2","TRUE",2021-11-02,2021-03-08,"2","TRUE",2021-05-31,2021-08-24,"2","TRUE",2021-03-15,2021-05-24,"2","TRUE",2021-08-31,2021-10-26,NA,NA,NA
"gryfan1","Rhipidura albiscapa","Gray Fantail",FALSE,"3","TRUE",2021-11-30,2021-03-15,"3","TRUE",2021-05-10,2021-07-27,"3","TRUE",2021-03-22,2021-05-03,"3","TRUE",2021-08-03,2021-11-23,NA,NA,NA
"nezfan1","Rhipidura fuliginosa","New Zealand Fantail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"fotdro5","Dicrurus adsimilis","Fork-tailed Drongo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"bladro1","Dicrurus macrocercus","Black Drongo",FALSE,"2","TRUE",2021-05-31,2021-09-21,"2","TRUE",2021-11-02,2021-04-05,"2","TRUE",2021-09-28,2021-10-26,"2","TRUE",2021-04-12,2021-05-24,NA,NA,NA
"ashdro1","Dicrurus leucophaeus","Ashy Drongo",FALSE,"2","TRUE",2021-06-07,2021-07-20,"3","TRUE",2021-11-02,2021-03-15,"2","TRUE",2021-07-27,2021-10-26,"2","TRUE",2021-03-22,2021-05-31,NA,NA,NA
"whbdro1","Dicrurus caerulescens","White-bellied Drongo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"brodro1","Dicrurus aeneus","Bronzed Drongo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"hacdro1","Dicrurus hottentottus","Hair-crested Drongo",FALSE,"2","TRUE",2021-06-14,2021-07-20,"2","TRUE",2021-11-23,2021-03-15,"2","TRUE",2021-07-27,2021-11-16,"0","FALSE",NA,NA,NA,NA,NA
"grtdro1","Dicrurus paradiseus","Greater Racket-tailed Drongo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"blnmon1","Hypothymis azurea","Black-naped Monarch",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"aspfly1","Terpsiphone paradisi","Indian Paradise-Flycatcher",FALSE,"2","TRUE",2021-06-14,2021-08-10,"3","TRUE",2021-11-30,2021-02-15,"2","TRUE",2021-08-31,2021-11-23,"2","TRUE",2021-02-22,2021-06-07,NA,NA,NA
"leafly2","Myiagra rubecula","Leaden Flycatcher",FALSE,"2","TRUE",2021-11-09,2021-02-08,"2","TRUE",2021-06-14,2021-07-27,"2","TRUE",2021-02-15,2021-06-07,"2","TRUE",2021-08-03,2021-11-02,NA,NA,NA
"rebshr1","Lanius collurio","Red-backed Shrike",FALSE,"2","FALSE",2021-06-21,2021-07-20,"2","TRUE",2021-12-28,2021-03-08,"2","FALSE",2021-07-27,2021-12-21,"2","TRUE",2021-03-15,2021-06-14,NA,NA,NA
"brnshr","Lanius cristatus","Brown Shrike",FALSE,"2","FALSE",2021-06-21,2021-07-27,"3","TRUE",2021-10-26,2021-04-12,"2","TRUE",2021-08-03,2021-10-19,"2","TRUE",2021-04-19,2021-06-14,NA,NA,NA
"lotshr1","Lanius schach","Long-tailed Shrike",FALSE,"2","TRUE",2021-05-17,2021-07-20,"2","TRUE",2021-11-02,2021-03-22,"2","TRUE",2021-07-27,2021-10-26,"2","TRUE",2021-03-29,2021-05-10,NA,NA,NA
"gybshr1","Lanius tephronotus","Gray-backed Shrike",FALSE,"1","FALSE",2021-05-31,2021-07-27,"1","FALSE",2021-12-14,2021-02-22,"1","FALSE",2021-08-03,2021-12-07,"1","FALSE",2021-03-01,2021-05-24,NA,NA,NA
"logshr","Lanius ludovicianus","Loggerhead Shrike",FALSE,"3","TRUE",2021-05-24,2021-07-20,"3","TRUE",2021-12-07,2021-02-15,"3","TRUE",2021-07-27,2021-11-30,"3","TRUE",2021-02-22,2021-05-17,NA,NA,NA
"norshr4","Lanius borealis","Northern Shrike",FALSE,"2","FALSE",2021-05-17,2021-08-31,"2","FALSE",2021-11-30,2021-01-25,"2","FALSE",2021-09-07,2021-11-23,"2","FALSE",2021-02-01,2021-05-10,NA,NA,NA
"ibgshr1","Lanius meridionalis","Iberian Gray Shrike",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"norshr1","Lanius excubitor","Great Gray Shrike",FALSE,"2","FALSE",2021-05-10,2021-07-06,"2","FALSE",2021-11-23,2021-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"legshr2","Lanius minor","Lesser Gray Shrike",FALSE,"3","TRUE",2021-06-21,2021-07-27,"2","TRUE",2021-12-14,2021-03-01,"2","TRUE",2021-08-03,2021-12-07,"2","TRUE",2021-03-08,2021-06-14,NA,NA,NA
"soufis1","Lanius collaris","Southern Fiscal",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"wooshr1","Lanius senator","Woodchat Shrike",FALSE,"2","TRUE",2021-06-07,2021-07-20,"1","FALSE",2021-12-07,2021-01-25,"1","FALSE",2021-10-05,2021-11-30,"2","TRUE",2021-02-01,2021-05-31,NA,NA,NA
"sibjay1","Perisoreus infaustus","Siberian Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"gryjay","Perisoreus canadensis","Canada Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"bltjay1","Cyanolyca pumilo","Black-throated Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"sitjay1","Cyanolyca argentigula","Silvery-throated Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"azhjay1","Cyanolyca cucullata","Azure-hooded Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"btmjay","Calocitta colliei","Black-throated Magpie-Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"wtmjay1","Calocitta formosa","White-throated Magpie-Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"brnjay","Psilorhinus morio","Brown Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-02-15,2021-03-29
"grnjay","Cyanocorax yncas","Green Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"bucjay1","Cyanocorax melanocyaneus","Bushy-crested Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"yucjay1","Cyanocorax yucatanicus","Yucatan Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"plcjay1","Cyanocorax chrysops","Plush-crested Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"pinjay","Gymnorhinus cyanocephalus","Pinyon Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"stejay","Cyanocitta stelleri","Steller's Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"blujay","Cyanocitta cristata","Blue Jay",FALSE,"3","TRUE",2021-06-07,2021-08-03,"3","TRUE",2021-11-23,2021-03-08,"3","TRUE",2021-08-10,2021-11-16,"3","TRUE",2021-04-05,2021-05-31,NA,NA,NA
"flsjay","Aphelocoma coerulescens","Florida Scrub-Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"issjay","Aphelocoma insularis","Island Scrub-Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"cowscj1","Aphelocoma californica","California Scrub-Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"wooscj2","Aphelocoma woodhouseii","Woodhouse's Scrub-Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"mexjay4","Aphelocoma wollweberi","Mexican Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"eurjay1","Garrulus glandarius","Eurasian Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"azwmag3","Cyanopica cooki","Iberian Magpie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"azwmag2","Cyanopica cyanus","Azure-winged Magpie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"formag1","Urocissa caerulea","Taiwan Blue-Magpie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"gobmag1","Urocissa flavirostris","Yellow-billed Blue-Magpie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"rbbmag","Urocissa erythroryncha","Red-billed Blue-Magpie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"ruftre2","Dendrocitta vagabunda","Rufous Treepie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"grytre1","Dendrocitta formosae","Gray Treepie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"whbtre1","Dendrocitta leucogastra","White-bellied Treepie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"orimag1","Pica serica","Oriental Magpie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"eurmag1","Pica pica","Eurasian Magpie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"bkbmag1","Pica hudsonia","Black-billed Magpie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"yebmag","Pica nuttalli","Yellow-billed Magpie",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"clanut","Nucifraga columbiana","Clark's Nutcracker",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"eurnut1","Nucifraga caryocatactes","Eurasian Nutcracker",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"rebcho1","Pyrrhocorax pyrrhocorax","Red-billed Chough",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"yebcho1","Pyrrhocorax graculus","Yellow-billed Chough",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"eurjac","Corvus monedula","Eurasian Jackdaw",FALSE,"2","TRUE",2021-04-19,2021-08-31,"2","TRUE",2021-12-21,2021-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"houcro1","Corvus splendens","House Crow",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"rook1","Corvus frugilegus","Rook",FALSE,"2","TRUE",2021-04-12,2021-08-31,"2","TRUE",2021-09-07,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amecro","Corvus brachyrhynchos","American Crow",FALSE,"3","TRUE",2021-05-10,2021-07-06,"3","TRUE",2021-12-14,2021-01-25,"3","TRUE",2021-07-13,2021-11-30,"3","TRUE",2021-02-01,2021-05-03,NA,NA,NA
"sincro1","Corvus sinaloae","Sinaloa Crow",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"fiscro","Corvus ossifragus","Fish Crow",FALSE,"3","TRUE",2021-04-12,2021-08-31,"3","TRUE",2021-11-30,2021-02-01,"3","TRUE",2021-09-07,2021-11-23,"3","TRUE",2021-02-08,2021-04-05,NA,NA,NA
"chirav","Corvus cryptoleucus","Chihuahuan Raven",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"carcro1","Corvus corone","Carrion Crow",FALSE,"2","FALSE",2021-06-07,2021-08-03,"2","TRUE",2021-11-02,2021-02-08,"2","FALSE",2021-08-10,2021-10-26,"2","FALSE",2021-02-15,2021-05-31,NA,NA,NA
"hoocro1","Corvus cornix","Hooded Crow",FALSE,"2","TRUE",2021-05-17,2021-07-06,"2","TRUE",2021-12-28,2021-01-11,"2","TRUE",2021-07-13,2021-12-21,"2","TRUE",2021-01-18,2021-05-10,NA,NA,NA
"labcro1","Corvus macrorhynchos","Large-billed Crow",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"piecro1","Corvus albus","Pied Crow",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"comrav","Corvus corax","Common Raven",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-25,2021-04-26
"saddle2","Philesturnus rufusater","North Island Saddleback",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"saddle3","Philesturnus carunculatus","South Island Saddleback",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"stitch1","Notiomystis cincta","Stitchbird",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"nezrob2","Petroica longipes","North Island Robin",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"nezrob3","Petroica australis","South Island Robin",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"tomtit1","Petroica macrocephala","Tomtit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"flarob1","Petroica phoenicea","Flame Robin",FALSE,"2","TRUE",2021-10-05,2021-03-29,"2","TRUE",2021-05-24,2021-07-27,"2","TRUE",2021-04-05,2021-05-17,"2","TRUE",2021-08-03,2021-09-28,NA,NA,NA
"yebfan1","Chelidorhynx hypoxanthus","Yellow-bellied Fairy-Fantail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"gyhcaf1","Culicicapa ceylonensis","Gray-headed Canary-Flycatcher",FALSE,"2","TRUE",2021-04-05,2021-08-17,"2","TRUE",2021-12-07,2021-02-08,"2","TRUE",2021-08-24,2021-11-30,"2","TRUE",2021-02-15,2021-03-29,NA,NA,NA
"coatit2","Periparus ater","Coal Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"cretit2","Lophophanes cristatus","Crested Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"vartit3","Sittiparus castaneoventris","Chestnut-bellied Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"somtit3","Poecile lugubris","Sombre Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"martit2","Poecile palustris","Marsh Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"wiltit1","Poecile montanus","Willow Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"carchi","Poecile carolinensis","Carolina Chickadee",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"bkcchi","Poecile atricapillus","Black-capped Chickadee",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"mouchi","Poecile gambeli","Mountain Chickadee",FALSE,"3","TRUE",2021-04-19,2021-09-14,"3","TRUE",2021-09-21,2021-04-12,"0","TRUE",NA,NA,"0","TRUE",NA,NA,NA,NA,NA
"mexchi","Poecile sclateri","Mexican Chickadee",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"chbchi","Poecile rufescens","Chestnut-backed Chickadee",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"borchi2","Poecile hudsonicus","Boreal Chickadee",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"gyhchi","Poecile cinctus","Gray-headed Chickadee",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"blutit","Cyanistes caeruleus","Eurasian Blue Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"britit","Baeolophus wollweberi","Bridled Titmouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"oaktit","Baeolophus inornatus","Oak Titmouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"juntit1","Baeolophus ridgwayi","Juniper Titmouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"tuftit","Baeolophus bicolor","Tufted Titmouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"blctit4","Baeolophus atricristatus","Black-crested Titmouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"grbtit1","Parus monticolus","Green-backed Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"gretit1","Parus major","Great Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2021-01-04,2021-12-28
"gretit2","Parus cinereus","Cinereous Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2021-01-04,2021-12-28
"yeltit2","Machlolophus holsti","Taiwan Yellow Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"indtit1","Machlolophus aplonotus","Indian Yellow Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"verdin","Auriparus flaviceps","Verdin",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2021-01-04,2021-12-28
"euptit1","Remiz pendulinus","Eurasian Penduline-Tit",FALSE,"0","FALSE",NA,NA,"2","FALSE",2021-12-28,2021-02-01,"2","FALSE",2021-10-05,2021-11-30,"2","FALSE",2021-02-08,2021-05-03,NA,NA,NA
